appid,name,genres,categories
3071170,Defenders | Wave Survival Game,"Action, Indie, Strategy, Free To Play, Early Access",Single-player
3071210,Cosplay Crisis - Succubus Invasion,"Action, Casual","Single-player, Steam Achievements, Full controller support, Family Sharing"
3071230,Get Down and Buggie,"Casual, Strategy","Single-player, Family Sharing"
3071240,Voodoo Fishin',"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Online Co-op, Remote Play Together, Family Sharing"
3071250,星际意志 Playtest,,
3071270,Linum,"Indie, Free To Play","Single-player, Steam Achievements, Full controller support, Steam Cloud"
3071280,BubbleBeast DigiDungeon,"Casual, Indie, Free To Play","Single-player, Full controller support, Steam Cloud"
3071290,Koppun-50,"Action, Free To Play","Single-player, Full controller support"
3071310,Assemblox,"Education, Utilities",
3071340,World Eternal: Battlegrounds,"Action, RPG, Free To Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op"
3071380,The Villainess Quits,"Casual, Indie, RPG, Simulation, Strategy","Single-player, Family Sharing"
3071440,A Week in the Life of Asocial Giraffe,"Adventure, Casual, Indie","Single-player, Family Sharing"
3071450,A Week in the Life of Asocial Giraffe Playtest,,
3071470,Atha : Em busca do poço,"Action, Adventure, Casual, Indie, Strategy","Single-player, Full controller support, Family Sharing"
3071490,PoetryAdventure,"Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
3071500,TheSimpleClimbGame,"Action, Indie","Single-player, Full controller support, Family Sharing"
3071510,Battle Nations Beta,,
3071520,There's No Monsters,"Casual, Indie","Single-player, Steam Achievements, Family Sharing"
3071570,Comet Force Playtest,,
3071610,Inferno Pathways,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
3071620,星际曙光：幸存者,"Action, Casual, Indie","Single-player, Family Sharing"
3071630,Stalin vs Hitler Hentai Sex War: Ussr Soviet Communism & Nazi,"Action, Indie, RPG, Simulation","Single-player, Full controller support, HDR available, Family Sharing"
3071640,Balls,"Casual, Indie, Free To Play, Early Access","Single-player, Steam Achievements"
3071660,Tanks of Freedom II,Strategy,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Includes level editor, Family Sharing"
3071670,Pixel Cross Stitch Color by Number,"Casual, Free To Play","Single-player, Steam Achievements"
3071720,Tokyo Train 4,"Casual, Indie, Simulation, Strategy","Single-player, Family Sharing"
3071740,Box Clicker,"Casual, Simulation, Free To Play","Single-player, Partial Controller Support"
3071750,Zaru,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
3071770,Midnight Shift,"Adventure, Indie, Simulation","Single-player, Family Sharing"
3071810,Project Solar,"Adventure, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Remote Play Together, Family Sharing"
3071820,Langort,"Action, Adventure, Indie, Strategy","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
3071830,High Up,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
3071840,The Hunter's Journals - Wyrmwood,"Action, Adventure","Single-player, Steam Achievements, Family Sharing"
3071860,WARAG,"Action, Indie","Single-player, Partial Controller Support, Family Sharing"
3071880,Hidden Cats Invade Venice,Casual,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Family Sharing"
3071950,Our Home,"Adventure, Casual, Indie, Early Access","Single-player, Steam Achievements, Family Sharing"
3071970,Flora Corner,Simulation,"Single-player, Family Sharing"
3072000,Literally Just Pixels On A Screen,"Casual, Free To Play","Single-player, Steam Achievements, In-App Purchases, Steam Cloud"
3072040,Bunny Bunker,,
3072050,Mesektet,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3072060,101 Cats Hidden in Las Vegas,"Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3072070,Histo-Time,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
3072100,Lemon,"Adventure, Casual, Simulation, Strategy, Free To Play","Single-player, Steam Achievements"
3072120,Backrooms Lost Runners,"Action, Adventure, Casual, Indie, Massively Multiplayer, Early Access","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Family Sharing"
3072130,Oceanlust: Erotic Descent,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3072150,Super Marble Drop Deluxe,"Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
3072160,Rebel Fury,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Family Sharing"
3072180,Hope: A Sky Full of Ghosts,Adventure,"Single-player, Family Sharing"
3072190,Catloaf Kart Racing,"Massively Multiplayer, Racing","Single-player, Multi-player, PvP, Online PvP, Full controller support, Family Sharing"
3072220,"""Ottoman Dreams: Rise of Süleiman""","Adventure, Indie","Single-player, Family Sharing"
3072240,Through The Backrooms,"Adventure, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Captions available, Steam Cloud, Family Sharing"
3072270,Hour of Survival: Zombie Craft,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Family Sharing"
3072280,Flappy Horse,"Casual, Indie, Free To Play",Single-player
3072300,Capybara Fighters!,"Action, Adventure, Indie","Single-player, Captions available, Family Sharing"
3072310,Missing,"Adventure, Indie, Simulation","Single-player, Family Sharing"
3072330,Board Wars - Trick Or Treat Playtest,,
3072350,Memoirs of an Angel (2010),"Casual, Indie, Simulation, Free To Play","Single-player, Steam Achievements"
3072370,Candy Factory TD,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Cloud, Family Sharing"
3072380,Undesired Catch,"Adventure, Indie, RPG","Single-player, Family Sharing"
3072400,Arm Around!,"Action, Adventure, Indie, Simulation","Single-player, Family Sharing"
3072410,MERIDIAN,"Action, Indie, Simulation, Sports","Single-player, Tracked Controller Support, VR Only, Family Sharing"
3072430,GIGASTRUCTURE Playtest,,
3072440,Infinite Rebirth,Casual,"Single-player, Family Sharing"
3072450,FAKEBOOK,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3072470,Crimson Waves on the Emerald Sea: Amaranthine Moon,"Adventure, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
3072480,Buffet Knight - Decadent Full Course,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
3072490,The Ensign,RPG,"Single-player, Full controller support, Commentary available, Family Sharing"
3072500,Cog Foo,"Simulation, Strategy","Single-player, Family Sharing"
3072510,NeverAwake FLASHBACK,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
3072520,Gunz & Golf,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3072530,Flip Coin,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing"
3072560,Leaf Clicker: Grow Your Green Thumb!,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3072570,Abomin-Agency!,"Casual, Indie","Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Remote Play Together, Family Sharing"
3072620,R-Type Delta: HD Boosted,Action,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
3072630,Potato,"Casual, Indie, Free To Play",Single-player
3072640,Guidus Zero,"Action, Adventure, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
3072660,Ex Nihilo,Adventure,"Single-player, Full controller support, Family Sharing"
3072680,Made in Tower,"Adventure, Indie, RPG, Strategy","Single-player, Family Sharing"
3072690,Futanari Sex Adventures - Episode 2,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing"
3072710,Big Trouble in Little Chimney,"Action, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
3072760,Retro Relics,"Adventure, Simulation","Single-player, Full controller support, Family Sharing"
3072780,Destiny Encore,"Action, Early Access","Single-player, Steam Achievements, Family Sharing"
3072790,What's The Point,"Action, Casual, Indie, Simulation","Single-player, Family Sharing"
3072800,AXIAL NULL,"Action, Indie, RPG","Single-player, Steam Cloud, Family Sharing"
3072850,Apeiron,"Strategy, Free To Play, Early Access","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Partial Controller Support"
3072860,SCALE: Rise of Dragons,"Casual, Indie, Strategy, Free To Play","Multi-player, PvP, Online PvP, Steam Achievements, In-App Purchases, Stats"
3072870,Village Cult,Indie,"Single-player, Steam Achievements, Full controller support, Family Sharing"
3072880,Doodle Cats,"Casual, Indie, Free To Play","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards"
3072970,Tri Survive,"Action, Indie, RPG","Single-player, Partial Controller Support, Family Sharing"
3072990,Devil's Trap,"Action, Indie","Single-player, Steam Achievements, Captions available, Family Sharing"
3073000,深狱 Playtest,,
3073040,Seoul Station,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
3073110,怪力乱神:序章,"Adventure, Indie, RPG, Free To Play",Single-player
3073120,Uka & Haruka: Hentai Puzzle 18+,"Casual, Indie","Single-player, Steam Achievements, Family Sharing"
3073180,Astiel le Voleur - Les Chroniques du Amaad,"Adventure, Indie, RPG","Single-player, Steam Achievements, Captions available, Family Sharing"
3073190,Umigame Playtest,,
3073220,Deliberate,"Action, Racing","Single-player, Family Sharing"
3073240,Concierge,"Adventure, Indie","Single-player, Steam Achievements, Custom Volume Controls, Mouse Only Option, Stereo Sound, Steam Cloud, Family Sharing"
3073280,immerGallery,Utilities,
3073290,Frog World,"Adventure, Casual, Indie, Free To Play","Single-player, Partial Controller Support"
3073310,K-Pop!,"Casual, Indie, Simulation, Strategy, Free To Play","Single-player, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Steam Timeline"
3073320,Color Splash: Horses,Casual,"Single-player, Steam Achievements, Camera Comfort, Mouse Only Option, Playable without Timed Input, Stereo Sound, Steam Cloud, Family Sharing"
3073330,SillySuspects,"Action, Adventure, Casual, Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Family Sharing"
3073340,Mnemonic,"Casual, Strategy","Single-player, Family Sharing"
3073350,Genesis Survivors,"Action, Casual, Indie, RPG, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
3073370,Lust Galaxy 🪐 🔞,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
3073430,Silicon Valley SImulator: 1980s,Simulation,"Single-player, Family Sharing"
3073440,Logistics Tycoon Simulator,Simulation,"Single-player, Family Sharing"
3073460,Broccoli,"Simulation, Free To Play","Single-player, Steam Achievements, In-App Purchases"
3073470,那一天，我的输出7万亿（MY DIRECT DAMAG 7 TRILLION）,"Adventure, Casual, Indie, Strategy","Single-player, Family Sharing"
3073480,Arcane Path,"Indie, Strategy","Single-player, Family Sharing"
3073510,Samurai Shiba,"Action, Casual","Single-player, Family Sharing"
3073580,Aquatic Store Simulator,"Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
3073600,Euclid Valley,Indie,"Single-player, Family Sharing"
3073680,Fish,"Casual, Simulation, Free To Play","Single-player, Steam Achievements, In-App Purchases"
3073700,Raccoon on a boat,Adventure,"Single-player, Steam Achievements, Family Sharing"
3073710,PrismNeedle,"Action, RPG","Single-player, Family Sharing"
3073720,Digital TableTops Player,"Adventure, Indie, RPG, Simulation, Strategy, Free To Play","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Remote Play Together"
3073740,Lost Hope: Prologue,Indie,"Single-player, Steam Achievements, Family Sharing"
3073750,Children of Mare,"Casual, Simulation, Strategy","Single-player, Family Sharing"
3073760,Glass Horizon,"Action, Adventure, Indie, Racing","Single-player, Family Sharing"
3073790,Extinction 1306,"Action, Indie","Single-player, Partial Controller Support, Family Sharing"
3073800,Bamboo Bushido,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
3073810,Scotland Yard,Casual,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing"
3073820,Curse Rounds,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3073830,RedDrop,"Action, Casual, Indie, Free To Play",Single-player
3073860,Idle Game Simulator,Free To Play,Single-player
3073870,Obakenori,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
3073890,Kloppyssimo Playtest,,
3073900,Slackjaw,"Adventure, Indie, Simulation","Single-player, Full controller support, Family Sharing"
3073910,Blip's Supermassive Adventure,"Adventure, Casual","Single-player, Full controller support, Family Sharing"
3073930,Popcorn!,Casual,"Single-player, Steam Achievements, Stats, Family Sharing"
3073940,God Save Birmingham,"Action, Indie, Simulation, Early Access","Single-player, Family Sharing"
3073990,Runeborn,"Casual, Indie, Strategy, Early Access","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
3074020,异世界生存指南(美食猎人),"Action, Adventure, Indie, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, Partial Controller Support, Family Sharing"
3074050,Adventure Forest: Rabbit Story,"Action, Adventure, Indie, RPG, Simulation","Single-player, Family Sharing"
3074070,MoriA.I.RTy,Casual,"Single-player, Family Sharing"
3074090,Click the Chick,"Casual, Indie, Simulation, Free To Play",Single-player
3074110,The Rangers In The South,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
3074140,Rage Against the Machine Learning Playtest,,
3074160,Mythic Merchants,"Casual, Indie, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Partial Controller Support, Family Sharing"
3074190,Sisyphos,"Casual, Indie, Simulation, Early Access","Single-player, Family Sharing"
3074200,The Rookery,Strategy,"Single-player, Family Sharing"
3074210,Champions of Chaxia,"Adventure, RPG","Single-player, Steam Achievements, Family Sharing"
3074230,Kajipeet,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing"
3074240,Void Collector,"Action, Indie","Single-player, Family Sharing"
3074260,The Human Snake,"Casual, Simulation","Single-player, Steam Achievements, Family Sharing"
3074330,Dead Dock Protocol,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Cloud, Remote Play Together, Family Sharing"
3074340,VHS,"Casual, Simulation, Free To Play","Single-player, Steam Achievements, In-App Purchases, Steam Leaderboards"
3074380,Pierrot à la Mode,"Casual, Indie, Simulation, Free To Play",Single-player
3074410,West Journey,"Action, Adventure, Strategy, Free To Play",Single-player
3074420,Tank-Spider vs Aliens,"Action, Adventure, Indie","Single-player, Family Sharing"
3074430,The Overseer Playtest,,
3074440,Blade of God X,"Action, RPG, Free To Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Partial Controller Support"
3074510,My Inner Ear Quartet,Casual,"Single-player, Tracked Controller Support, VR Only, Family Sharing"
3074540,Roads of Ruin,"Action, Indie, Massively Multiplayer, RPG, Early Access","Multi-player, MMO, PvP, Online PvP, Family Sharing"
3074560,风铃Windbell,"Action, Adventure, Indie, RPG","Single-player, Full controller support, Family Sharing"
3074570,KeenaTheVoidSlayer,"Action, Adventure","Single-player, Family Sharing"
3074590,HOVERDRIVE,"Indie, Racing","Single-player, Partial Controller Support, Family Sharing"
3074610,EasySimple2DShootingGame,"Casual, Indie","Single-player, Family Sharing"
3074630,回到终局之始,"Casual, Indie, RPG","Single-player, Family Sharing"
3074660,5 Crowns,"Action, Adventure, Indie, RPG, Strategy, Free To Play",Single-player
3074700,The Lewd Deal,Casual,"Single-player, Steam Achievements, Family Sharing"
3074730,Spin & Jump,"Casual, Indie, RPG, Strategy","Single-player, Family Sharing"
3074770,"FFS, Another Northern Duke?!","Casual, Indie","Single-player, Steam Achievements, Family Sharing"
3077520,Poodle Clicker,"Casual, Indie, Free To Play","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards"
3081320,Fuga: Melodies of Steel 3,"RPG, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
3480470,When the Wildflowers Leave,"Adventure, Indie, RPG","Single-player, Full controller support, Family Sharing"
3480480,鋼の戦騎 ARMIS Playtest,,
3480490,无限地牢,Strategy,"Single-player, Family Sharing"
3480500,アノマラスシティ,Adventure,"Single-player, Partial Controller Support, Family Sharing"
3480530,BootUp! TD Playtest,,
3480540,Keyboard Warrior Simulator,"Casual, RPG, Simulation","Single-player, Steam Achievements, Camera Comfort, Steam Cloud, Family Sharing"
3480580,WorkHorse 牛马,"Casual, Indie, Strategy","Single-player, Family Sharing"
3480590,Roll Roll Hero,Strategy,"Single-player, Family Sharing"
3480600,Crossing,Strategy,"Single-player, Family Sharing"
3480620,超魔法书,"Action, Adventure, Casual, Indie, RPG","Single-player, Family Sharing"
3480650,魔菇塔防,"Casual, Indie, Strategy","Single-player, Family Sharing"
3480670,Who Let The Bugs Out?,"Action, Casual, Simulation, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
3480690,Motorhome: Traveling America Collector's Edition,Casual,"Single-player, Steam Cloud, Family Sharing"
3480710,Con Clicker,"Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing"
3480720,Attack of Bunnies,"Action, Adventure, Casual, RPG","Single-player, Partial Controller Support, HDR available, Family Sharing"
3480730,OUTLAWED Playtest,,
3480750,仙塔传说(Mystic Tower Legends),"Casual, Indie, Strategy, Free To Play",Single-player
3480760,Soda Splash,"Action, Casual, Indie, Strategy, Free To Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op"
3480790,トロイメライの月あかり,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
3480800,Timelake: Time Travel Tactics Playtest,,
3480830,极简箱,"Casual, Indie, Strategy, Free To Play, Early Access","Single-player, Steam Achievements"
3480840,CloserLook VR: Oldways,"Adventure, Indie","Single-player, VR Only, Partial Controller Support, Family Sharing"
3480850,Maiden,"Action, Adventure, Indie","Single-player, Family Sharing"
3480860,League of Immortals,"RPG, Strategy","Single-player, Family Sharing"
3480890,Feudal Craft,"Simulation, Strategy","Single-player, Family Sharing"
3480900,Primalpha,"Action, Adventure, Indie, RPG","Single-player, Full controller support, Family Sharing"
3480910,Shipping Nightmares,"Action, Adventure, Indie","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing"
3480920,Crimson Frontier,"Action, Indie, RPG","Single-player, Steam Achievements, Family Sharing"
3480930,Midnight Taco,Indie,"Single-player, Family Sharing"
3480960,Project Roy,Action,"Single-player, Steam Achievements, Family Sharing"
3480980,Survivors SymphonYs,"Action, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
3480990,There Are No Orcs,"Indie, Strategy","Single-player, Family Sharing"
3481020,恶魔牌,"Casual, Strategy","Single-player, Multi-player, PvP, Family Sharing"
3481030,Juicy Blast,"Indie, Strategy","Single-player, Full controller support, Family Sharing"
3481040,Apocalypse Survivors,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3481070,Vehicle Laboratory,"Casual, Indie, Racing, Simulation","Single-player, Partial Controller Support, Family Sharing"
3481110,Yeti Ski,"Action, Sports","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing"
3481130,Apokerlypse Playtest,,
3481150,M.O.Q.R. Company,Simulation,"Single-player, Steam Achievements, Full controller support, Family Sharing"
3481190,AccuBow VR Playtest,,VR Only
3481200,Space Grunts 3 Playtest,,
3481210,East meets Western,"Action, Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Custom Volume Controls, Mouse Only Option, Save Anytime, Family Sharing"
3481240,Honey Trap Escape ~ Family of Villains and the Cage ~,"Casual, Indie, RPG","Single-player, Family Sharing"
3481270,The Shafts of Damnation,"Action, Adventure, Indie","Single-player, Steam Achievements, Camera Comfort, Custom Volume Controls, Keyboard Only Option, Mouse Only Option, Stereo Sound, Surround Sound, Family Sharing"
3481300,Dead & Broken,"Action, Indie","Single-player, Family Sharing"
3481320,Deckline,"Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing"
3481340,Potion in Motion,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing"
3481360,That Time I Found A Box,"Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3481370,Diecast Shop Simulator,"Casual, Racing, Simulation, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Family Sharing"
3481380,EscapeGameShow: THE TIMELINE,Adventure,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
3481410,Life Altered,"Indie, Strategy","Single-player, Full controller support, Family Sharing"
3481450,Goblin Lands,"Casual, Indie, Strategy","Single-player, Steam Achievements, Adjustable Difficulty, Mouse Only Option, Playable without Timed Input, Save Anytime, Family Sharing"
3481470,Fatal Grounds,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Family Sharing"
3481480,超级妙音鸟 (Super Kalavinka),"Action, Adventure, Casual, Indie, Racing, RPG","Single-player, Steam Achievements, Full controller support, Custom Volume Controls, Steam Cloud, Family Sharing"
3481510,Final Descent,"Adventure, Indie","Single-player, Family Sharing"
3481550,K.I.D.N.A.P,"Adventure, Indie, RPG","Single-player, Family Sharing"
3481560,Crossing the Southern Border,"Casual, Indie, Early Access","Single-player, Family Sharing"
3481570,Secrets of Salem: Shadow of the Witch Collector's Edition,"Adventure, Casual","Single-player, Steam Achievements, Family Sharing"
3481610,Hopetown,RPG,"Single-player, Steam Achievements, Full controller support, Family Sharing"
3481630,CLIMB IT!,"Action, Adventure, Casual, Indie","Single-player, Family Sharing"
3481640,Kisaragi Station,"Indie, RPG","Single-player, Partial Controller Support, Family Sharing"
3481660,Smuggler City Simulator,"Action, Adventure, Casual, Indie, Simulation, Early Access","Single-player, Family Sharing"
3481670,GridFiller,"Casual, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3481710,My Sleeping Girlfriend,"Adventure, Indie","Single-player, Full controller support, Family Sharing"
3481740,Battle Of Rovers (Early Access),"Action, Massively Multiplayer, Racing, Simulation, Strategy, Free To Play, Early Access","Multi-player, PvP, Online PvP, In-App Purchases"
3481760,Eternal Flame:Romance Dawn,"Action, Adventure, Casual, Indie, RPG","Single-player, Family Sharing"
3481800,SUPER SHAPESHOOTER,"Action, Casual, Indie, RPG, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
3481850,The Legend Of The Crystals,"Adventure, Indie, RPG","Single-player, Full controller support, Steam Cloud, Family Sharing"
3481910,Innocent Au-pair,"Adventure, Indie","Single-player, Family Sharing"
3481920,One Hard Game Please!,Strategy,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
3481970,Pumpkin Hop,"Action, Casual, Indie","Single-player, Steam Achievements, Family Sharing"
3482000,Bounce IT,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
3482070,Excavator Ball,"Action, Casual, Indie","Single-player, Partial Controller Support, Family Sharing"
3482100,A Night With: SuperHero,"Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3482170,Cat Paws And Dungeon,"Adventure, Casual, Indie, Strategy","Single-player, Family Sharing"
3482200,Trucker 2056,"RPG, Early Access","Single-player, Family Sharing"
3482240,Picnic Penguin,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
3482350,Succubus Spell,"Adventure, Casual, Indie","Single-player, Steam Achievements, Camera Comfort, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, Save Anytime, Stereo Sound, Subtitle Options, Touch Only Option, Family Sharing"
3482370,Our Dreadling,"Adventure, Indie","Single-player, Family Sharing"
3482390,Oru,"Indie, Racing, RPG","Single-player, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing"
3482410,Catch That Pizza! Maze Game,Casual,"Single-player, Family Sharing"
3482440,Space Outpost Sigma,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3482490,Project Gravity,"Casual, Indie, Free To Play",Single-player
3482500,Chosen for Tribute,"Action, Strategy","Multi-player, PvP, Online PvP, Family Sharing"
3482530,Third Party President,"Casual, Indie, Strategy","Single-player, Family Sharing"
3482540,Tessa's Treasures: treasure hunters are closer to goddesses,"Adventure, Casual, RPG","Single-player, Full controller support, Family Sharing"
3482550,A Day's Work,"Adventure, Casual, Indie, Early Access","Single-player, Family Sharing"
3482660,Dominated By: Sadistic Valentine,"Indie, Simulation","Single-player, Steam Achievements, Family Sharing"
3482670,Bunny Jump Jump,"Adventure, Casual, Indie, Early Access","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing"
3482770,The Pitch,"Action, Sports","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Family Sharing"
3482780,Kings & Savages,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Family Sharing"
3482870,Gravity Storm - First Mission,Action,"Single-player, Full controller support, Family Sharing"
3483170,Dead as Disco Playtest,,
3483190,Blood Storm: Alien Purge,"Action, Adventure, Indie","Single-player, Family Sharing"
3483220,東方ファンタジー ～toho fantasy～,RPG,"Single-player, Partial Controller Support, Family Sharing"
3483230,Pussy Master: ALL PUSSY WRESTLING,"Casual, Indie","Single-player, Steam Achievements, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Mouse Only Option, Playable without Timed Input, Save Anytime, Steam Cloud, Stats, Family Sharing"
3483260,HEMOHOUND,"Action, Indie","Single-player, Partial Controller Support, Family Sharing"
3483270,Keep It Lit,"Free To Play, Utilities, Early Access","Playable without Timed Input, Save Anytime"
3483330,Balls Up,"Adventure, Casual, Indie, Early Access","Single-player, Full controller support, Family Sharing"
3483450,Cubs Story 崽物语 Playtest,,
3483630,69 Days After,"Adventure, Casual, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing"
3483650,Apomo District Playtest,,
3483690,Diligent Ranch,"Casual, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3483740,Cast n Chill,"Casual, Indie, RPG, Simulation, Sports","Single-player, Steam Achievements, Full controller support, Camera Comfort, Keyboard Only Option, Mouse Only Option, Playable without Timed Input, Stereo Sound, Steam Cloud, Family Sharing"
3483800,Rob the Dead,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Stats, Family Sharing"
